v_mae,v_rmse,v_r2,t_mae,t_rmse,t_r2,n_valid_points,model,display_name,best_epoch,best_val_loss,parameter_count,rank_v_mae,rank_v_rmse,rank_t_mae,rank_t_rmse,rank_v_r2,rank_t_r2,average_rank
0.0034645888954401016,0.014344919900209994,0.9987125396728516,0.10289574414491653,0.24083208146616888,0.9984156489372253,144960,cnn_bilstm,CNN-BiLSTM,300,0.0010657627970471772,611330,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.006311111617833376,0.016418328515156053,0.9983134269714355,0.14295107126235962,0.2418284061314654,0.9984025359153748,144960,rnn,RNN,292,0.0013109326507482265,51714,4.0,2.0,4.0,2.0,2.0,2.0,2.6666666666666665
0.0073175206780433655,0.018441246393866764,0.9978722333908081,0.1555895209312439,0.2895764215705675,0.9977093935012817,144960,cnn,CNN,277,0.0017111033568572667,70402,5.0,3.0,5.0,3.0,3.0,3.0,3.6666666666666665
0.004945146385580301,0.02055959394334281,0.9973553419113159,0.11692340672016144,0.3104003944655006,0.9973680973052979,144960,lstm,LSTM,289,0.0017717764429592837,206082,3.0,5.0,2.0,4.0,5.0,4.0,3.8333333333333335
0.00850724522024393,0.02003994706104263,0.9974873065948486,0.18523657321929932,0.3160843447927948,0.9972708821296692,144960,bayesian_mlp,Bayesian MLP,292,0.002305632594765888,35202,7.0,4.0,7.0,5.0,4.0,5.0,5.333333333333333
0.004873265512287617,0.021652235121181796,0.9970667362213135,0.1338111311197281,0.34807735827668446,0.9966904520988464,144960,bilstm,BiLSTM,284,0.0027448391642731925,543234,2.0,7.0,3.0,7.0,7.0,7.0,5.5
0.0077984328381717205,0.021531490254558337,0.9970993995666504,0.16787955164909363,0.32542239671726597,0.997107207775116,144960,mlp,ANN,291,0.0025449092505085797,35202,6.0,6.0,6.0,6.0,6.0,6.0,6.0
